brand,model,img_url,2014_jan,2014_feb,2014_mar,2014_apr,2014_may,2014_jun,2014_jul,2014_aug,2014_sep,2014_oct,2014_nov ,2014_dec,2015_jan,2015_feb,2015_mar,2015_apr,2015_may,2015_jun,2015_jul,2015_aug,2015_sep,2015_oct,2015_nov ,2015_dec,2016_jan,2016_feb,2016_mar,2016_apr,2016_may,2016_jun,2016_jul,2016_aug,2016_sep,2016_oct,2016_nov ,2016_dec,2017_jan,2017_feb,2017_mar,2017_apr,2017_may,2017_jun,2017_jul,2017_aug,2017_sep,2017_oct,2017_nov ,2017_dec
Samsung,Galaxy On5 Pro,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on5.jpg,11252,7381,6920,12140,14430,11874,14370,14438,13033,5030,10737,9546,5275,12345,12084,5365,6381,12234,9369,12937,6034,13012,8829,7302,13078,6080,10363,5523,6068,11238,6444,11644,8328,8180,9393,14735,9443,10872,5941,8450,13596,8209,12853,5227,5091,9524,10378,5935
Samsung,Galaxy Tab J,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j-tablet1.jpg,8714,12188,9563,13616,13776,10568,13963,12400,13293,14959,12132,10604,6742,7789,11745,14227,14458,12692,5053,13006,6939,13015,7728,9114,9787,9887,14576,8089,7648,12884,7630,6649,9226,9522,9945,5022,13899,14804,13443,5230,9647,6192,5280,10590,13095,14730,7788,7086
Samsung,Galaxy J Max,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j-max4.jpg,7430,6712,5398,6409,11291,14538,8946,7485,7520,8160,9108,8043,7410,12992,11252,10105,7051,8427,12709,14730,9585,9709,9510,11701,7539,5203,8257,6598,11619,12811,13995,14038,14771,7240,5327,14613,12213,10295,5399,7057,12962,6640,14346,13753,7879,7155,8882,9824
Samsung,Galaxy J2 Pro (2016),https://cdn2.gsmarena.com/vv/pics/samsung/galaxy-j2-pro-3.jpg,13401,10397,7045,10268,8038,9301,11729,12832,5397,8562,13869,14540,8348,6602,12780,5209,8479,14058,6890,8755,12028,5518,9307,10894,5159,11631,13620,5918,9974,9468,5816,6558,14350,9179,14327,6199,11334,12271,7880,12623,9549,9103,11805,12908,8446,5498,14835,6216
Samsung,Galaxy J2 (2016),https://cdn2.gsmarena.com/vv/pics/samsung/galaxy-j2-pro-1.jpg,13308,13318,12219,12312,8469,14327,6416,6766,10704,11467,14557,12789,8748,13110,7712,6830,8800,5356,6317,10349,8719,6415,6313,5767,11986,9449,13378,10899,10007,8293,6744,8624,14678,9858,11045,7864,6884,7828,5060,9819,12584,5088,11460,5224,12740,5158,13990,5779
Samsung,Z3 Corporate Edition,https://cdn2.gsmarena.com/vv/bigpic/samsung-z3.jpg,13804,10275,5848,6759,5508,6554,14241,8733,12281,13658,11655,14225,6107,11471,6870,12577,14973,11376,11882,11816,9959,13352,5082,11809,11882,7479,6950,13525,12354,8318,11734,14061,14006,8727,7989,14516,8805,11062,12183,12940,11726,6127,8780,13090,10811,13120,10171,13981
Samsung,Galaxy Xcover 3 G389F,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-xcover-3-SM-G389F-2.jpg,13017,9823,10669,6927,12991,14219,14787,13706,9657,9905,10617,7766,14013,7263,6951,6021,6890,7616,8622,11022,9041,12275,13323,7360,14205,6607,9269,14956,10989,6428,8276,8172,7626,11665,12604,14975,12946,10385,11226,7828,10808,8448,7253,7209,10361,7938,14821,12256
Samsung,Galaxy S7 active,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s7-active-2.jpg,10034,7202,14469,10748,7586,12062,5173,12857,5450,13887,12846,14269,9675,9252,7065,14071,7752,9523,6455,13936,13310,10200,11235,11924,7128,6951,7426,13762,9928,10612,7454,10024,8041,11814,10313,5072,6058,9363,11508,10902,12799,5728,9853,11299,7865,6995,11974,9807
Samsung,Galaxy J3 Pro,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j3-pro-3.jpg,9472,10424,11631,9548,5381,10291,6778,13259,8973,6712,7920,12411,14668,11224,9534,9913,12088,14235,13770,14201,6746,12706,9148,6042,9028,7870,7995,14631,7397,6202,9320,10557,12390,14533,10179,10172,8308,12531,13716,8492,14066,11980,14827,6910,5504,5583,13493,5780
Samsung,Galaxy C7,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-c7-3.jpg,10638,5220,5170,6022,10568,7458,14094,8719,9341,5489,9989,9763,13175,7008,5897,6539,11702,9099,13084,7457,13090,14026,12658,6077,5374,6267,8506,10112,10425,12768,9211,14338,8207,7667,13823,12556,11034,11448,5203,9192,9303,14555,14104,11611,6377,9020,9422,11618
Samsung,Galaxy C5,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-c5-1.jpg,5298,10299,6762,8320,8839,6678,13513,11543,13892,5540,10530,11306,9308,8535,7684,8396,9808,8695,6379,8279,12685,7855,6910,8258,9343,12126,13839,6307,8925,12273,5091,10638,12897,14347,6755,12035,10615,10651,11412,9521,8789,5111,11122,14677,10495,8758,14789,14620
Samsung,Galaxy A9 Pro (2016),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-a9-pro-3.jpg,6346,12281,9685,13989,5285,13854,12489,8194,5180,10460,12937,14828,10690,11376,11188,14728,10057,14442,13178,10393,11500,14654,7785,6317,14483,5677,5099,11052,11220,10344,10711,7691,11267,5462,14019,6607,5436,9987,12215,12122,13548,7258,7785,7759,13157,13398,11979,11794
Samsung,Galaxy J7 (2016),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j7-2016-3.jpg,11511,13137,7298,12927,7963,14164,14620,9658,12483,9883,6509,6744,5472,10257,9099,6635,10962,12285,14529,8829,7505,14483,12465,5741,11198,12066,6966,8058,14039,10756,12048,11106,14782,14991,11199,6638,13443,5893,11594,9063,13220,10192,12629,5990,13635,6647,13568,9347
Samsung,Galaxy J5 (2016),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2016r.jpg,12814,6543,9337,11027,5592,11358,5269,13565,6310,13831,10751,10146,11082,11190,6429,12180,10016,13896,14651,14356,14166,7047,5011,9492,8088,14284,11619,10982,9921,9605,7685,13328,12335,11641,12087,9799,13283,7606,7487,5611,11077,13010,13386,9104,13612,6514,7168,5983
Samsung,Galaxy Tab A 10.1 (2016),https://cdn2.gsmarena.com/vv/pics/samsung/galaxy-tab-a-101-2016-spen.jpg,5161,7132,9659,13087,12397,5919,6606,12878,14637,7266,13987,14753,7572,12438,6458,5498,7898,8308,13194,11066,5748,8201,7651,6115,5294,5596,14519,9153,5845,6236,8604,5497,11007,11779,10649,12646,14806,12777,6994,14763,13144,13066,13442,13276,6631,8252,14233,5452
Samsung,Galaxy Tab A 7.0 (2016),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-70-2016-.jpg,5883,14824,8739,13074,6953,8941,13785,5186,8181,13235,14767,12450,8759,12919,14891,6739,12149,13172,9258,9284,5995,5673,11036,9347,5438,5502,5791,13802,7512,7939,8911,6235,9255,7265,10727,6322,10384,12153,9907,10873,9344,14849,10036,11730,10639,7142,6598,6704
Samsung,Galaxy S7,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s7-pink.jpg,11645,13881,10565,13452,6484,10770,5821,12697,12529,13556,9967,14265,5076,8238,13049,12187,13769,14369,11303,12981,13420,8603,7348,8044,7214,11465,13061,13661,10085,12011,5483,14710,12513,8916,13135,11000,9373,7922,11472,6231,11627,8084,13166,7127,11668,13218,13463,9506
Samsung,Galaxy S7 edge,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s7-edge-21.jpg,7696,7562,11022,13754,13964,6863,11513,8707,9950,5111,5520,6333,9973,10313,8596,13194,5991,14996,11000,10110,6814,8727,11849,8029,6757,11007,6311,14410,13089,12069,6787,12506,10504,12751,9816,12958,13404,5351,6093,6004,12626,10109,11326,13543,7203,14347,12234,7794
Samsung,Galaxy S7 edge (USA),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s7-edge-usa2.jpg,13000,13998,10987,7247,11566,5301,12328,14849,9573,10894,6374,8564,11521,9396,14354,8439,10024,8917,10845,11639,11738,5764,13154,6420,11578,11676,8167,5372,14955,12978,11286,11541,5964,7242,5498,14870,6078,12429,9207,7040,10041,10577,11166,8956,8789,10898,10716,6859
Samsung,Galaxy S7 (USA),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s7-usa1.jpg,6399,14803,10519,13311,10802,6759,6672,7513,5687,7224,6465,8572,13869,12439,7466,13860,13348,10285,7366,11915,14295,5116,12710,13590,9707,12038,14661,10520,12643,13585,12492,13529,14967,5427,11308,5843,7629,12248,8244,10435,13344,9213,8922,8786,14381,10418,7229,10144
Samsung,Galaxy J1 Nxt,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-nxt.jpg,5937,6842,11611,12647,14797,6214,8979,12004,14706,6990,9058,12632,9305,14269,5047,10675,12864,14332,7053,7395,6859,6471,5129,12250,8253,13973,5473,9919,8972,11197,9233,13892,9761,8406,10657,12539,11966,9992,13349,5752,11912,8914,8212,10508,10378,12469,9483,11747
Samsung,Gear S2 classic 3G,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-gear-s2-classic-ceramic-bracelet.jpg,5059,8616,8968,5491,12702,12279,7515,13389,12366,11573,6633,12169,13366,14170,7589,5875,9871,8821,11361,6487,12405,6769,7060,6751,13847,11510,5234,10891,8747,13456,10316,8450,14754,5889,11971,5249,5959,12627,6449,14734,8974,8308,7071,5653,9670,9877,11548,13619
